Field ID	Description	Category	datatype
90110	Fraction acceleration <= 19 milli-gravities	Acceleration intensity distribution	Continuous
90157	Fraction acceleration <= 1900 milli-gravities	Acceleration intensity distribution	Continuous
90093	Fraction acceleration <= 2 milli-gravities	Acceleration intensity distribution	Continuous
90111	Fraction acceleration <= 20 milli-gravities	Acceleration intensity distribution	Continuous
90131	Fraction acceleration <= 200 milli-gravities	Acceleration intensity distribution	Continuous
90158	Fraction acceleration <= 2000 milli-gravities	Acceleration intensity distribution	Continuous
90132	Fraction acceleration <= 225 milli-gravities	Acceleration intensity distribution	Continuous
90112	Fraction acceleration <= 25 milli-gravities	Acceleration intensity distribution	Continuous
90133	Fraction acceleration <= 250 milli-gravities	Acceleration intensity distribution	Continuous
90134	Fraction acceleration <= 275 milli-gravities	Acceleration intensity distribution	Continuous
90094	Fraction acceleration <= 3 milli-gravities	Acceleration intensity distribution	Continuous
90113	Fraction acceleration <= 30 milli-gravities	Acceleration intensity distribution	Continuous
90135	Fraction acceleration <= 300 milli-gravities	Acceleration intensity distribution	Continuous
90136	Fraction acceleration <= 325 milli-gravities	Acceleration intensity distribution	Continuous
90114	Fraction acceleration <= 35 milli-gravities	Acceleration intensity distribution	Continuous
90137	Fraction acceleration <= 350 milli-gravities	Acceleration intensity distribution	Continuous
90138	Fraction acceleration <= 375 milli-gravities	Acceleration intensity distribution	Continuous
90095	Fraction acceleration <= 4 milli-gravities	Acceleration intensity distribution	Continuous
90115	Fraction acceleration <= 40 milli-gravities	Acceleration intensity distribution	Continuous
90139	Fraction acceleration <= 400 milli-gravities	Acceleration intensity distribution	Continuous
90140	Fraction acceleration <= 425 milli-gravities	Acceleration intensity distribution	Continuous
90116	Fraction acceleration <= 45 milli-gravities	Acceleration intensity distribution	Continuous
90141	Fraction acceleration <= 450 milli-gravities	Acceleration intensity distribution	Continuous
90142	Fraction acceleration <= 475 milli-gravities	Acceleration intensity distribution	Continuous
90096	Fraction acceleration <= 5 milli-gravities	Acceleration intensity distribution	Continuous
90117	Fraction acceleration <= 50 milli-gravities	Acceleration intensity distribution	Continuous
90143	Fraction acceleration <= 500 milli-gravities	Acceleration intensity distribution	Continuous
90118	Fraction acceleration <= 55 milli-gravities	Acceleration intensity distribution	Continuous
90097	Fraction acceleration <= 6 milli-gravities	Acceleration intensity distribution	Continuous
90119	Fraction acceleration <= 60 milli-gravities	Acceleration intensity distribution	Continuous
90144	Fraction acceleration <= 600 milli-gravities	Acceleration intensity distribution	Continuous
90120	Fraction acceleration <= 65 milli-gravities	Acceleration intensity distribution	Continuous
90098	Fraction acceleration <= 7 milli-gravities	Acceleration intensity distribution	Continuous
90121	Fraction acceleration <= 70 milli-gravities	Acceleration intensity distribution	Continuous
90145	Fraction acceleration <= 700 milli-gravities	Acceleration intensity distribution	Continuous
90122	Fraction acceleration <= 75 milli-gravities	Acceleration intensity distribution	Continuous
90099	Fraction acceleration <= 8 milli-gravities	Acceleration intensity distribution	Continuous
90123	Fraction acceleration <= 80 milli-gravities	Acceleration intensity distribution	Continuous
90146	Fraction acceleration <= 800 milli-gravities	Acceleration intensity distribution	Continuous
90124	Fraction acceleration <= 85 milli-gravities	Acceleration intensity distribution	Continuous
90100	Fraction acceleration <= 9 milli-gravities	Acceleration intensity distribution	Continuous
90125	Fraction acceleration <= 90 milli-gravities	Acceleration intensity distribution	Continuous
90147	Fraction acceleration <= 900 milli-gravities	Acceleration intensity distribution	Continuous
90126	Fraction acceleration <= 95 milli-gravities	Acceleration intensity distribution	Continuous
90023	Friday average acceleration	Acceleration averages	Continuous
30730	Gamma glutamyltransferase	Blood biochemistry	Continuous
22009	Genetic principal components	Genotyping process and sample QC	Continuous
22013	Genetic relatedness IBS0	Interim genotype release	Continuous
22012	Genetic relatedness factor	Interim genotype release	Continuous
30740	Glucose	Blood biochemistry	Continuous
30750	Glycated haemoglobin (HbA1c)	Blood biochemistry	Continuous
24500	Greenspace percentage, buffer 1000m	Greenspace and coastal proximity	Continuous
24503	Greenspace percentage, buffer 300m	Greenspace and coastal proximity	Continuous
26990	Grey-white contrast in bankssts (left hemisphere)	Freesurfer desikan gw	Continuous
27025	Grey-white contrast in bankssts (right hemisphere)	Freesurfer desikan gw	Continuous
26991	Grey-white contrast in caudalanteriorcingulate (left hemisphere)	Freesurfer desikan gw	Continuous
27026	Grey-white contrast in caudalanteriorcingulate (right hemisphere)	Freesurfer desikan gw	Continuous
26992	Grey-white contrast in caudalmiddlefrontal (left hemisphere)	Freesurfer desikan gw	Continuous
27027	Grey-white contrast in caudalmiddlefrontal (right hemisphere)	Freesurfer desikan gw	Continuous
26993	Grey-white contrast in cuneus (left hemisphere)	Freesurfer desikan gw	Continuous
27028	Grey-white contrast in cuneus (right hemisphere)	Freesurfer desikan gw	Continuous
26994	Grey-white contrast in entorhinal (left hemisphere)	Freesurfer desikan gw	Continuous
27029	Grey-white contrast in entorhinal (right hemisphere)	Freesurfer desikan gw	Continuous
27020	Grey-white contrast in frontalpole (left hemisphere)	Freesurfer desikan gw	Continuous
27055	Grey-white contrast in frontalpole (right hemisphere)	Freesurfer desikan gw	Continuous
26995	Grey-white contrast in fusiform (left hemisphere)	Freesurfer desikan gw	Continuous
27030	Grey-white contrast in fusiform (right hemisphere)	Freesurfer desikan gw	Continuous
26996	Grey-white contrast in inferiorparietal (left hemisphere)	Freesurfer desikan gw	Continuous
27031	Grey-white contrast in inferiorparietal (right hemisphere)	Freesurfer desikan gw	Continuous
26997	Grey-white contrast in inferiortemporal (left hemisphere)	Freesurfer desikan gw	Continuous
27032	Grey-white contrast in inferiortemporal (right hemisphere)	Freesurfer desikan gw	Continuous
27023	Grey-white contrast in insula (left hemisphere)	Freesurfer desikan gw	Continuous
27058	Grey-white contrast in insula (right hemisphere)	Freesurfer desikan gw	Continuous
26998	Grey-white contrast in isthmuscingulate (left hemisphere)	Freesurfer desikan gw	Continuous
27033	Grey-white contrast in isthmuscingulate (right hemisphere)	Freesurfer desikan gw	Continuous
26999	Grey-white contrast in lateraloccipital (left hemisphere)	Freesurfer desikan gw	Continuous
27034	Grey-white contrast in lateraloccipital (right hemisphere)	Freesurfer desikan gw	Continuous
27000	Grey-white contrast in lateralorbitofrontal (left hemisphere)	Freesurfer desikan gw	Continuous
27035	Grey-white contrast in lateralorbitofrontal (right hemisphere)	Freesurfer desikan gw	Continuous
27001	Grey-white contrast in lingual (left hemisphere)	Freesurfer desikan gw	Continuous
27036	Grey-white contrast in lingual (right hemisphere)	Freesurfer desikan gw	Continuous
27002	Grey-white contrast in medialorbitofrontal (left hemisphere)	Freesurfer desikan gw	Continuous
27037	Grey-white contrast in medialorbitofrontal (right hemisphere)	Freesurfer desikan gw	Continuous
27003	Grey-white contrast in middletemporal (left hemisphere)	Freesurfer desikan gw	Continuous
27038	Grey-white contrast in middletemporal (right hemisphere)	Freesurfer desikan gw	Continuous
27005	Grey-white contrast in paracentral (left hemisphere)	Freesurfer desikan gw	Continuous
27040	Grey-white contrast in paracentral (right hemisphere)	Freesurfer desikan gw	Continuous
27004	Grey-white contrast in parahippocampal (left hemisphere)	Freesurfer desikan gw	Continuous
27039	Grey-white contrast in parahippocampal (right hemisphere)	Freesurfer desikan gw	Continuous
27006	Grey-white contrast in parsopercularis (left hemisphere)	Freesurfer desikan gw	Continuous
27041	Grey-white contrast in parsopercularis (right hemisphere)	Freesurfer desikan gw	Continuous
27007	Grey-white contrast in parsorbitalis (left hemisphere)	Freesurfer desikan gw	Continuous
27042	Grey-white contrast in parsorbitalis (right hemisphere)	Freesurfer desikan gw	Continuous
27008	Grey-white contrast in parstriangularis (left hemisphere)	Freesurfer desikan gw	Continuous
27043	Grey-white contrast in parstriangularis (right hemisphere)	Freesurfer desikan gw	Continuous
27009	Grey-white contrast in pericalcarine (left hemisphere)	Freesurfer desikan gw	Continuous
27044	Grey-white contrast in pericalcarine (right hemisphere)	Freesurfer desikan gw	Continuous
27010	Grey-white contrast in postcentral (left hemisphere)	Freesurfer desikan gw	Continuous
27045	Grey-white contrast in postcentral (right hemisphere)	Freesurfer desikan gw	Continuous
27011	Grey-white contrast in posteriorcingulate (left hemisphere)	Freesurfer desikan gw	Continuous
27046	Grey-white contrast in posteriorcingulate (right hemisphere)	Freesurfer desikan gw	Continuous
27012	Grey-white contrast in precentral (left hemisphere)	Freesurfer desikan gw	Continuous
27047	Grey-white contrast in precentral (right hemisphere)	Freesurfer desikan gw	Continuous
27013	Grey-white contrast in precuneus (left hemisphere)	Freesurfer desikan gw	Continuous
27048	Grey-white contrast in precuneus (right hemisphere)	Freesurfer desikan gw	Continuous
27014	Grey-white contrast in rostralanteriorcingulate (left hemisphere)	Freesurfer desikan gw	Continuous
27049	Grey-white contrast in rostralanteriorcingulate (right hemisphere)	Freesurfer desikan gw	Continuous
27015	Grey-white contrast in rostralmiddlefrontal (left hemisphere)	Freesurfer desikan gw	Continuous
27050	Grey-white contrast in rostralmiddlefrontal (right hemisphere)	Freesurfer desikan gw	Continuous
27016	Grey-white contrast in superiorfrontal (left hemisphere)	Freesurfer desikan gw	Continuous
27051	Grey-white contrast in superiorfrontal (right hemisphere)	Freesurfer desikan gw	Continuous
27017	Grey-white contrast in superiorparietal (left hemisphere)	Freesurfer desikan gw	Continuous
27052	Grey-white contrast in superiorparietal (right hemisphere)	Freesurfer desikan gw	Continuous
27018	Grey-white contrast in superiortemporal (left hemisphere)	Freesurfer desikan gw	Continuous
27053	Grey-white contrast in superiortemporal (right hemisphere)	Freesurfer desikan gw	Continuous
27019	Grey-white contrast in supramarginal (left hemisphere)	Freesurfer desikan gw	Continuous
27054	Grey-white contrast in supramarginal (right hemisphere)	Freesurfer desikan gw	Continuous
27021	Grey-white contrast in temporalpole (left hemisphere)	Freesurfer desikan gw	Continuous
27056	Grey-white contrast in temporalpole (right hemisphere)	Freesurfer desikan gw	Continuous
27022	Grey-white contrast in transversetemporal (left hemisphere)	Freesurfer desikan gw	Continuous
27057	Grey-white contrast in transversetemporal (right hemisphere)	Freesurfer desikan gw	Continuous
26989	Grey-white contrast in unknown (left hemisphere)	Freesurfer desikan gw	Continuous
27024	Grey-white contrast in unknown (right hemisphere)	Freesurfer desikan gw	Continuous
23264	Gynoid tissue fat percentage	Body composition by DXA	Continuous
23265	Gynoid total mass	Body composition by DXA	Continuous
30760	HDL cholesterol	Blood biochemistry	Continuous
30030	Haematocrit percentage	Blood count	Continuous
30020	Haemoglobin concentration	Blood count	Continuous
23306	Head BMC (bone mineral content)	Bone size, mineral and density by DXA	Continuous
23226	Head BMD (bone mineral density)	Bone size, mineral and density by DXA	Continuous
23305	Head bone area	Bone size, mineral and density by DXA	Continuous
26413	Health score (England)	Indices of Multiple Deprivation	Continuous
26430	Health score (Scotland)	Indices of Multiple Deprivation	Continuous
26420	Health score (Wales)	Indices of Multiple Deprivation	Continuous
3085	Heel Broadband ultrasound attenuation (BUA), manual entry	Bone-densitometry of heel	Continuous
3144	Heel Broadband ultrasound attenuation, direct entry	Bone-densitometry of heel	Continuous
3148	Heel bone mineral density (BMD)	Bone-densitometry of heel	Continuous
4105	Heel bone mineral density (BMD) (left)	Bone-densitometry of heel	Continuous
4124	Heel bone mineral density (BMD) (right)	Bone-densitometry of heel	Continuous
78	Heel bone mineral density (BMD) T-score, automated	Bone-densitometry of heel	Continuous
4106	Heel bone mineral density (BMD) T-score, automated (left)	Bone-densitometry of heel	Continuous
4125	Heel bone mineral density (BMD) T-score, automated (right)	Bone-densitometry of heel	Continuous
4138	Heel bone mineral density (BMD) T-score, manual entry (left)	Bone-densitometry of heel	Continuous
4143	Heel bone mineral density (BMD) T-score, manual entry (right)	Bone-densitometry of heel	Continuous
3084	Heel bone mineral density (BMD), manual entry	Bone-densitometry of heel	Continuous
4140	Heel bone mineral density (BMD), manual entry (left)	Bone-densitometry of heel	Continuous
4145	Heel bone mineral density (BMD), manual entry (right)	Bone-densitometry of heel	Continuous
77	Heel bone ultrasound T-score, manual entry	Bone-densitometry of heel	Continuous
4141	Heel broadband ultrasound attenuation (BUA), manual entry (left)	Bone-densitometry of heel	Continuous
